Name,City,Latitude,Longitude,Diesel price 
SHRI DURADUNDESHWAR PETROLEUM,GHATAPRABHA,16.2025915,74.8268831,91.45
SRI MALLIKARJUNA FILLING STATION,LINGASUGUR,16.056182,76.564903,92.32
S.G.FUEL STATION,HARDA,22.42668,77.035126,92.5
MAHADEV PETROLEUM,JALORE,24.819516,72.078209,91.86
VEGGALAM'S FILLING STATION,KHAMMAM,17.242012,80.160439,95.72
AMASEBAILU FUEL STATION,"AMASEBAILU VILLAGE, UDUPI DISTRICT",13.606,74.9384,90.84
SHREE SADGURU PETROLEUM,PUNE,18.556469,73.668823,90.49
AASHIRWAD FUELS,AKHOL VILLAGE,16.457924,74.416593,91.59
PRASHANTHI FILLING STATION,KHAMMAM,17.250292,80.136037,95.72
S.S.S. FILLING STATION,MULUGU,18.195577,80.148698,95.66
TIWARI FUEL PUMP,BHAMORI,22.716421,76.272005,92.21
TRIMURTIPETROLEUM,SITAMARHI,26.734307,85.3003422,92.87
ROYAL PETROZ,SIRSA,29.534533,75.018737,89.09
SADIK FUEL STATION,RADHNA INAYATPUR,28.910811,77.941836,87.5
JOYA FUEL STATION,JOYA,28.818842,78.489311,88.26
MAA DURGA FILLING STATION,GUDHA KATLA,27.061634,76.488111,90.73
RAM FILLING STATION,MAMDOLI,26.994671,74.602131,90.88
SRI DURGA PETROLEUM,MANDARTHI,13.4975,74.8106,90.7
BRAHMA DUTTA SERVICE STATION,CHANDITALA,22.761984,88.208706,92.15
K. MOHAN BABU FUELS,JAMSHEDPUR,22.7873441,86.2926849,92.49
KAUSTUBH PETROLEUM,JABALPUR,23.236369,79.889857,91.81
9TH MILE FILLING STATION,KRISHNAGAR,23.4735453,88.5404887,92.99
PANDEY FILLING STATION,AMDIH,23.86424,81.460032,93.53
SHRI BALAJI PETROLEUM,TENDUKHEDA,23.131096,78.842913,92.7
HIGHWAY 18 FUELS,GALUDIH,22.641513,86.429836,92.72
MILLENIUM AUTO CARE,FEROZPUR JHIRKA,27.887227,76.988205,88.03
SAJNA PHOOL FILLING STATION,HASTEDA,27.232507,75.553439,90.4
ANANT ENERGY STATION,PO BOKAKHAT,26.634893,93.598831,89.41
K.L.ENTERPRISES,GIRIDIH,24.3046,86.1383,93.66
K NAGDEV BROS,SOLAPUR,17.64681,75.924418,90.7
MOHSHINA FUEL STATION,BISWANATH,26.74593,93.03852,90.03
BHADRADRI POLICE WELFARE SER. STN.,PALVANCHA,17.598655,80.705087,96.59
MAHAVIR FUELS,RAIGARH,22.114,83.3363,94.35
R S FUELS,BAHIGAON,19.938922,81.618006,95.07
CHITRA FUELS,DHARMAPURI,12.257221,78.291069,93.84
MARUDHARA FILLING STATION,BIKANER,28.2996472,72.4174906,91.84
M S KALGI PETROLEUMS,CHITTAPUR,17.1104,77.090345,91.14
DIKSHA FUELS,RAIPUR,21.360309,81.982142,93.44
GANGOTRI FILLING STATION,JAIPUR,26.872487,75.77869,90.24
BHAGWAN DAS FILLING STATION,GARH,26.8401,76.4954,90.85
JAGMEET FILLING STATION,BHIYAPUR,22.962112,77.616406,92.11
SHREE RUDRA PETROLEUM,KANHAN,21.2525344,79.2444574,90.73
M.S.D. PETROLEUM,BHADAR BADAGAON,23.56902,77.936253,92.18
BINU FILLING STATION,JHARGAON,26.227324,92.1424041,89.71
A1 PETROL PUMP,CHHINDWARA,21.969443,78.797012,93.35
SHANTI FILLING STATION,MAINPURI,27.248544,79.033224,88.08
RAMAMURTHY AGENCY,HOSUR,12.456338,77.830532,94.52
ABBAS ALI HATIM ALI FUELS,KHARGONE,21.615,75.615,93.03
PAVITRA FILLING STATION,SAGAR,23.953557,78.890355,91.76
ADITHI FUEL STATION,GAURIBIDNUR,13.632825,77.516792,91.41
KCCS FUELS,KOLIYACODE,8.652395,76.907463,96.17
HARDULAL ENTERPRISES,BETUL BAZAR,21.858444,77.9315531,92.38
PATEL FILLING STATION,BIAORA,23.864209,76.859562,92.63
RAKESH PETROLEUM,SAGAR,23.796548,78.588062,91.66
LA VIE FUELS,NAGAON,26.3302347,92.7003243,90.55
MB FUELS & SERVICES,AMARPURA,26.5053312,78.4175117,92.03
SHANDILYA FUEL FILLING STATION,"BATA, TEHSIL KALAYAT",29.69771,76.29652,87.97
JAGADAMBA S/S,KHARAGPUR,22.2577147,87.3815002,92.4
PRAMUKHRAJ PETROLEUM,KARJAN,22.040759,73.12531,90.28
KRISHNA FILLING STATION,PETWAR,29.189949,76.155467,88.06
BANSI WALE FILLING SATION,FATEHABAD,27.037706,78.278877,87.5
S B FILLING STATION,KENDUADIHI,23.2288074,87.0488342,92.23
RIDDHI SIDDHI FILLING STATION,SIKAR,27.65,75.2,91.06
SRI VEERAKUMAR AGENCIES,KARUR,10.7722744,77.9141056,92.79
ROYAL FILLING CENTRE,TULSIHATTA,25.42481,87.90769,92.25
AMBER PETROLEUM,GONDA,27.296498,82.0327419,87.73
BINDRA FILLING STATION,PRAYAGRAJ,25.635575,82.08914,88.68
SAMEER FILLING STATION,MEWAT,28.147354,76.950793,87.83
ASHAPUR FUEL CENTRE,MALDA,25.427742,88.090675,92.16
RUDRA FILLING STATION,BAMBARADA,19.938827,85.689137,92.78
MAA SHAIL PRABHANJAN FUEL CENTRE,PATNA,25.3859292,85.1570161,91.71
DHANAURI FUELS,NARWANA,29.5649671,76.0644935,88.28
JB PETROLEUM,ANAWADI,17.916566,73.974947,91.12
GOSWAMI FILLING STATION,MODINAGAR,28.8907917,77.4678289,87.53
G K FILLING STATION,MUDHOLE,18.962189,77.917686,97.13
LAXMI FILLING STATION,ICHODA,19.428331,78.438164,97.04
AYYAPPA FILLING STATION,CHADALAVADA VILLAGE,15.6048474,80.0924329,96.56
NEELKANTH FUELS,MEWAT,28.207314,76.887431,87.89
SHIVA SHAKTHI FILLING STATION,PEDDAPALLI,18.530678,79.627228,95.94
GOLDEN FILLING STATION,KAGAZNAGAR,19.34986,79.495325,97.1
A.Q. & SONS FUEL POINT,MORADABAD,29.0554459,78.7518716,88.39
YUSUF ALI AND SONS,RAICHUR,16.116624,77.292528,92.36
SHIVASHAKTI PETROLEUM,HAVERI,14.813608,75.381915,91.49
AR FILLING STATION,PANIPAT,29.395775,76.765766,87.35
RAMLAKHAN AND SONS FUELS,KUSHINAGAR,26.9948,83.764539,87.92
SHABAD FUELS,GEBIPUR,29.419557,75.923584,88.3
MLN FILLING STATION,GOHANA,29.178702,76.671305,87.78
BP-BHALGAON,ERANDOL,20.908498,75.285233,90.73
SHREE SHIVASHAKTI FILLING STATION,YADGIR,16.45799,76.50904,91.84
SRI SAI PETRO PLAZA GOLLETI,KUMURAM BHEEM,19.230808,79.392276,97.05
DURGA FILLING STATION,RAJANNA SIRCILLA,18.402285,78.826074,96.23
MAHAVEER PETROLEUM,KANEK,21.039515,70.252223,91.53
SRI RAJARAJESHWARA FILLING STATION,KARIMNAGAR,18.466855,79.110872,95.78
RAM KRISHNA FILLING STATION,LUCKNOW,26.952452,80.99327,87.79
PROTIBHA FUEL STATION,RAIGANJ,25.563623,88.175285,92.23
D.P.VELAUDHAM & SON,KRISHNAGIRI,12.607803,78.099501,94.39
S D YALAGUDRI PETROLEUMS,BIJAPUR,16.859632,75.684962,90.83
ASSOCIATED PETROLEUM,SAMARKHA,22.612492,73.00273,89.91
GIRIRAJ PETROLEUM,MOTALI,21.646701,73.040205,90.66
RADHEY PETROLEUM,AHMEDABAD,23.0867599,72.4838708,90.19
SRI SRINIVASA FILLING STATION,CHERIAL,17.907149,78.987403,96.01
MAA GANGEY REET RAM FILLING STATION,KHAMARIYA,27.874819,79.521901,87.87
SRI SAI BALAJI FILLING STATION,RAMAYAMPET,18.168532,78.549209,96.24
GAGAN SAI FILLING STATION,PANGAL,16.256343,78.125218,97.05
SHREE JI FILLING STATION,NISSING,29.767905,76.800313,87.62
TAJ PETROLEUM,PRATAPGARH,25.91976,82.080236,88.31
NAGPAL PETROS,FATEHABAD,29.592449,75.522405,88.81
BEHERA FILLING CENTRE,AMATH CHOWK,20.28638889,83.30777778,94.17
BHOI FUEL CENTRE,KARLAMUNDA,20.356972,83.44826,94.17
RASHMI FILLING STATION,BOLANGIR,20.549852,83.417623,94.17
SRI ANNADURAI FUELS,TRICHY,10.813965,78.62992,92.9
SHRI SAI RAGHUNATH SINGH FILLING,SHIKARGADI,28.050161,78.192314,88.17
VENNELA FILLING STATION,JAGTIAL,18.832873,79.186638,96.36
BANSAL PETROLEUM,ACHALPUR,21.2950714,77.4752567,91.56
SRI MURUGAN AGENCY,THURAIYUR,11.197516,78.611662,93.19
RAMESHWAR PETROLEUM,JAMGAON,19.064201,74.518739,90.59
SHIVPARVATI FUELS,SHRIGONDA,18.658177,74.72903,90.97
SRI VENKATESHWARA FILLING STATION,DAMARGIDDA,16.814611,77.496093,97.05
RAMA PETROLEUM,KERALA,22.339166,70.612164,89.95
YUVRAJ FUELS,RAJKOT,22.210677,70.7984803,89.98
SWADES FILLING STATION,PS SUTI,24.5165217,88.0089191,92.46
SRI JAGAJYOTI BASAVESHWAR PETROLEUM,GUDGERI,15.128966,75.358482,91.04
AASTHA FILLING STATION,BELDANGA,23.9238255,88.3108068,93.15
SRI GANESH ASSOCIATES,CHENNAI,12.973,80.192,92.49
LOKESH FUELS,VELLORE,12.9452016,79.0204381,93.65
JALADIRDH PETROLEUM,KUNJARAV,22.593268,73.047707,89.85
LONKAR PETROLEUM,PUNE,18.526552,73.954758,90.28
DAULTI PETROLEUM,GODHRA,22.7374352,73.596067,90.44
AJANTA PETROLEUM,AJANTA,20.554024,75.7377395,92.02
AARADHYA PETROLEUM,NAGPUR,21.057827,79.112704,90.61
SHREE HARI PETROLEUM,KOSAMBA,21.44236,72.97681,90.48
K R RATNAKER PETROLEUM,KALWARI KHURD,25,82,88.52
VELPARI ENTERPRISES,MUNIYANTHANGAL VILLAGE,12.601705,79.16584,93.75
BB FILLING STATION,TITLAGARH,20.232185,83.0793,94.35
SHREE MAHALAXMI PETROLEUM,SHINDHIHATTI VILLAGE,16.1457295,74.662578,91.3
SRI SRI SRI KUNCHAALA TALLI F.S,VISAKHAPATNAM,22.67309173,82.873695,97.17
REYAAN FUELS,ETAWAH,26.768097,79.038467,88.23
JAY PARANU BABA FILLING STATION,CHITRAKOOT,25.172318,81.443851,88.9
DAKSH FILLING STATION,NALAGARH,31.028688,76.656471,85.8
KNN FILLING STATION,NELLORE,14.4135,79.9408,97.85
MANGLESHWAR MAHADEV KISAN FILLING S,NIGOH,25.558187,82.471879,88.89
SHREE KALYAN MATOSHREE FILLING STAT,BAORI JAIPUR,26.995686,75.695333,90.04
BHARADWAJ FUELS,KATGI,21.6406284,82.5634582,94.33
BVRA FUELS,HYDERABAD,17.343328,78.303972,96.08
SHIV SHAKTI PETROLEUM,VALUKAD,21.685404,72.114043,91.33
Z.A.FILLING STATION,KAUSHAMBI,25.684574,81.335259,88.09
SUNIL PETROLEUM,KUMBHARI,17.101383,75.129749,91.06
V S M FUELS,DHARMAPURI,12.045878,78.67222,93.97
OM SHREE SAI REDDY PETROLIUM,KOPPAL,15.296788,76.0888151,92.01
SREE BALAJI FILLING STATION,UDAYAGIRI,14.886889,79.304836,97.61
ANJANEYA FILLING STATION,KAMAREDDY,18.305439,78.341503,96.69
CHEEMA FILLING STATION,RAMBHA,29.7831407,76.9979717,87.74
JAI HANUMAN OIL COMPANY,NISSING,29.7026773,76.7437815,87.52
PRERNA PETROLEUM,YAVATMAL,20.322421,77.748334,91.78
SIDDHANT PETROLEUM SERVICES,PANDHARPUR,17.69435,75.13285,91.14
GOPAL JI FILLING STATION,AONLA,28.2559431,79.1991127,87.53
JAY DANU BABA FILLING STATION,CHITRAKOOT,25.189503,81.318936,88.57
JAWAN FILLING STATION,SIDDIPET,18.114466,78.835465,96.1
SHRI MS SHEKHAWAT PETROLEUM,BHAKRI,26.749056,74.483849,90.5
SPR FILLING STATION,GUDUR,16.840609,79.603989,95.39
SHREE BALAJI FILLING STATION,BAGBAHARA,20.955608,82.499168,93.91
SADGURU KASHINATH PETROLEUM,LATUR,18.342172,76.383776,91.77
SRK FUEL PARK,BANGALORE,12.8650854,77.5331066,91.02
SAGAR PETROLEUM,PARAVADI,21.56527,71.622429,91.77
SHIVRAM FUELS,MADDIKERA,15.248763,77.4166602,96.67
SP PETROLEUM,GALUDAN,23.134745,72.765492,90.46
DHANALAXMI FILLING STATION,ETURUNGARAM,18.386511,80.441845,96.28
AMAN PETROLEUM,SHAHABAD,27.5788872,79.8841358,87.81
VRINDA FILLING STATION,SOLAN,30.889809,77.064901,86.71
LEADER FILLING STATION,BILSI,28.26063,78.78047,87.95
NEERAJ GAGAN PETROLEUMS,TALKERE,15.652269,76.25922,92.32
SHIVPURI POLICE WELFARE PETROL PUMP,SHIVPURI,25.427141,77.643343,93.2
TSPWS WGL KAKATIYA FILLING STATION,WARANGAL,18.007628,79.55811,95.19
FAMOUS PETROLEUM,FATHEPUR VILLAGE,17.503212,77.430261,91.39
YADAV FUELS,MAUDAHA,25.654733,79.921557,88.63
SHREE BHUPAL PETROLEUM,CHANDERIYA,25.0059595,74.5293689,90.06
RAM FILLING STATION,SUMERPUR,25.824498,80.229905,88.21
SETH MOOLCHANDJI&SONS HIGHWAY FUELS,DHAURABHATHA,21.952006,82.024619,94.03
RDS PETROLEUM,MUKTAINAGAR OML,21.165854,76.085467,91.8
KISHAN PETROLEUM,ANJAR,23.101969,70.028544,90.18
AMIRTHASRINI FUELS,BOMMIDI,11.986611,78.251154,93.59
ANUP PETROLEUM,KAMTHADI,18.1458279,73.8429767,90.66
WAGHJAI PETROLEUM,PUNE,18.6615094,73.8491273,90.59
JAYANT FILLING STATION,BAREILLY,28.190113,79.368134,87.54
PATIL FUEL STATION,JAMNER,20.767857,75.743609,91.75
MANSAROVAR FILLING STATION,LUCKNOW,26.774436,80.905761,87.79
DEVINI PETROLEUM,CHOPDA,21.248379,75.352409,91.22
SRI SIDDH BABA FILLING STATION,SHAHJAHANPUR,27.862049,79.959907,87.54
RATI RAM PETRO STATION,KAITHAL,30.061355,76.330849,88.21
SRI SAI RAM FILLING STATION,CHITYAL,17.231443,79.073774,95.67
VIVANN PETROLEUM,WARDHA,20.754211,78.940129,90.93
OM SAI PETROLEUM,TAVRA,21.728595,73.047093,90.47
ABU HADI FILLING STATION,TANDUR,17.2644,77.6114,96.94
SHRILAXMI PETROLEUM,IRAKALGADA,15.478602,76.222603,91.98
SHREE DURGADEVI PETROL BUNK,KUSHTAGI,15.860947,76.206388,92.11
R.S SERVICE STATION,HYDERABAD,17.290411,78.535545,95.7
CITY FILLING STATION,HAZARIBAGH,23.96926704,85.35656834,93.64
CHHAYA FUEL SERVICES,PATNA,25.5508488,84.9234826,91.55
ANITA FUEL STATION,ALIPURDUAR,26.4885616,89.667932,93.21
JAY SHREE PETROLEUM,KHUTAUNA,26.500675,86.393275,92.85
SHRI OM FUEL POINT,NUH,28,77,88.03
PALLAVI PETROLEUMS,"MUDDEBIHAL, BIJAPUR",16.337679,76.107915,91.42
RADHEY MOHAN PETROLEUM,CHALA NEEM KA THANA,27.64,75.64,90.94
SAMLEHERI FILLING STATION,AMBALA CANTT,30.3237609,76.9439148,88.2
EPS AGENCIES,"MARKKAMPATTI VILLAGE, ODDANCHATRAM",10.66861,77.805099,93.14
B.K.N AGENCIES,TIRUPATI TOWN,13.622676,79.422064,97.63
SRI LALITHA PARAMESHWARA FILLING,SHANKARPALLY,17.4505659,78.1255482,96.09
NANA SHREE FILLING STATION,SEHORE,22.743893,77.442458,91.96
AHAM FILLING STATION,HARDOI,27.476028,79.978349,87.9
TRIMURTI FILLING STATION,RAEBARELI,26.391252,81.226546,88.22
LAVKUSH FILLING STATION,DEORIA,26.38477,84.06799,88.01
SHREE FILLING STATION,BHAHADURGARGH,28.73875,76.82503,88.11
AJIT SINGH FUEL CENTRE,BHADURGARGH,28.62667,76.8671,88.01
SRI CHHATRAPATI FILLING STATION,SITAPUR,27.502936,80.706106,88.38
DEEPU FILLING STATION,CHAPAKI,23.9639436,82.9841429,89.2
RADHE KRISHNA GAS STATION,BAN,30.00317,77.080313,88.01
SNR FILLING STATION,THIRUMALAGIRI,16.7191899,79.3398496,95.8
GORE PETROLEUM,KAREGAON,19.5669,74.7024,91.25
INDRAPRASTHA PETROLEUM,RAJNANDGAON,21.360231,81.187673,93.93
SHRI PATIL & SON'S PETROLEUM,ATHANI,16.7179752,75.0245746,91.53
SAPTHAGIRI AGENCIES,KOPPAL,15.4397553,76.2930815,92.06
BABA DEEP SINGH FUEL POINT,PATIALA,30.2872027,76.2552794,87.41
RUDRAM FUELS,MUGALIVAKKAM,13.021086,80.161789,92.5
SHIV SHAKTI PETROLEUM,RANPUR,22.33222,71.704989,91.02
ASHUTOSH PETROLEUM,NAGOI,22.13805,82.18333,93.71
KIRTI FILLING STATION,SHIVPURI,25.51496,77.44156,93.39
BHAVANI PETROLEUM,DHOLKA,22.506499,72.423884,90.25
K R SENGAR FILLING CENTER,MUNDLA,25.512085,76.653181,93.35
NJ FILLING STATION,KURUGODU,15.341142,76.827747,92.19
PRITAM PETROLEUM,PETHAN,20.9208729,72.8735412,90.41
SREE AMMAN AGENCY,BATLAGUNDU,10.162471,77.745379,93.41
BAARAKHUDA PETROLEUM,NAGNUR,16.574944,75.398086,91.2
SRI SHIVA PARVATHI PETROLEUM,HALAKUNDI,15.061736,76.874929,92.32
LAXMI NARASIMHA SWAMY FS,SINGOTAM,16.159882,78.27991,97.08
FIVE ELEMENTS PETROLEUM PRODUCTS,UMRED,20.824347,79.371806,90.98
THIRUMALA FILLING STATION,AKKANNAPETA,18.023049,79.207066,95.72
YASHODA FUEL STATION,KODERMA,24.3864,85.5496,93.62
GRACE PETROLEUM,THUVVUR,11.1157604,76.2937088,95.48
LAKSHMI GANAPATHI FILLING STATION,CHERUKUPALLI,16.037341,80.665032,97.6
DEVI UJWALA SREE FILLING STATION,HYDERABAD,17.391,78.352,96.09
RAMA FILLING STATION,GURGAON,28.40297,77.00112,87.89
MAA GIRIJA SERVICE STATION,KATANGI,21.786551,79.796862,93.43
RAMCHANDI PETROLEUM,NAGAPUR,20.125647,85.1464006,93.08
SRI SP ENTERPRISES,CHENNAI,13.060785,80.155012,92.4
MATOSHRI FUEL STATION,HENDAJ,20.7374,77.4268,91.06
KATTA FILLING STATION,WYRA,17.173851,80.353255,95.94
SREEYAN FILLING STATION,CHERUVUMADHARAM,17.037996,80.069151,95.45
KAILASH FILLING STATION,PATRAN,29.9345033,76.0512024,87.44
POOJA FILLING STATION,HARIDWAR,29.9210772,78.1020618,87.68
UMIYA PETROL PUMP,PALSANA,23.1984459,72.5009368,90.32
SHIV SUMAN PETROLEUM,RAULAS,20,70,90.78
MAA SALES & SERVICE,EAST CHAMPARAN,26.5704,84.563199,93
S.S.AALNE PETROLEUM,AKOLA,20.9071755,76.8802032,90.91
SAMAR NAAZ FILLING STATION,AMETHI,26.265969,81.552998,88.41
RADHE GOVINDA FUEL PARK,RUDRAMPET,14.667454,77.57951,97.35
RKR KAFSIMA,CHENGALPATTU,12.55928,79.91118,93.23
SRIPATHY FILLING STATION,ADDA GUDUR (M),17.432746,79.376788,95.69
MAA JWALA FILLING STATION,AMBALA,30.2992073,77.0071528,88.38
RENGANATHANPERUMAL AGENCY,EDAIYATHI,10.411905,79.193978,93.34
R.D. FILLING STATION,BARABANKI,27.1072,81.3371,88.11
SARTHAK FILLING STATION,ETAWAH,26.73243,79.1082,88.23
SREE LAKSHMI VENKATESWARA FILLING,KOLAMASANAPALLE,13.1531162,78.6738628,98.3
P.T.R ENTERPRISES,PUDUKAZHANI,11.646363,79.182182,94.33
THE RISING SUN FUEL STATION,MUNGUSWADI,16.147666,74.216763,91.93
ANNAPURNA GULAB PETROL PUMP,"VILLAGE - LONI GAWALI, TAL - MEHKAR",20.24347,76.67502,91.49
JAY SHREE KRUSHNA FUELING STATION,MURTIZAPUR,20.743,77.454,91.06
GRACE FILLING STATION,MYNSNGAT,25.6157827,92.2320404,87.06
SIRI HARKRISHAN FILLING STATION,AMBALA,30.431803,76.930004,88.44
GANPATI FILLING STATION,PARIKSHITGARH,12,90,87.68
CITY FILLING STATION,NASRULLGANJ,22.4121,77.1546,92.15
RAJJESWAR FILLING,LALBAGH,24.195318,88.284733,92.99
NIRMAL FILLING POINT,DAKSHIN BARASAT,22.2399,88.447189,92.11
JAY MAA SANTOSHI FILLING STATION,FATEHPUR,25.869119,80.915809,88.36
FORTUNE FUEL DEPOT,BASAR,27.912069,94.73814,82.17
SHREE KARNI PETROLEUM,SAVLI,22.6221,73.2624,90.11
PATHAK FUELS,KURUKSHETRA,29.958029,76.841462,87.92
SHYAM JI FILLING STATION,LALITPUR,24.7229307,78.6582786,88.71
ASHAKIRAN FILLING STATION,RAICHUR,16.221995,77.388581,92.35
SUMAN FILLING STATION,RAIGANJ,25.729666,87.996802,92.55
SAI KRUPA PETROLEUM,TUNKI,21.1109,76.6973,91.25
BAJAJ PETROLEUM,CHALISGAON,20.4689327,74.9965757,90.7
SHRI BIHARI JI FILLING STATION,KANNAUJ,27.145139,79.883898,88.28
DEVAM PETROLEUM,MAHENDERGARH,27.9326832,76.0235795,88.05
RAMLAXMAN PETROLEUM,KARANJFEN,16.767379,73.922073,91.47
STAR FILLING STATION,PAIKAR,24.43681,87.894946,92.7
SHREE SAINALRAI FILLING STATION,JODHPUR,26.31723,72.58375,90.54
MAA SHAKAMBARI FUEL CENTER,KUNWARDA,22.283881,86.750275,93.44
SRI RUDRA FILLING STATION,BELA,19.716311,78.774963,97.05
SHANTI FILLING STATION,SHIVPURI,25.5509347,77.4920923,93.51
ASHIRWAAD PETROL PUMP,SAGAR,24.280122,78.497939,91.71
SHREE KRISHNA ENERGY STATION,AURANGABAD,24.99185257,84.60420002,92.42
GOUR BANGA REFILLING CENTRE,SUJAPUR,24.931263,88.103535,91.77
SAJINA FUELS,KUTTIYATTOOR,11.9783321,75.4939592,94.8
JKK PETROLUBES,KATNI,23.838808,80.624229,93.03
EVERGREEN PETROLEUM,DERABASSI,30.573809,76.837357,88.36
SHREE SITARAMJI ENERGY STATION,HATNORA,22.713155,76.526521,92.36
SAATHVIK ENTERPRISES,CHENNAI,13.1680153,80.2300158,92.4
ADITYA FILLING STATION,BALLIA,25.8718589,84.2304594,88.94
SEVALAL FILLING STATION,NIZAMABAD,18.900656,78.416382,97.12
RAY FILING STATION,GARHBEGUNIAPADA,20.085766,85.690782,92.64
RUDRA FILLING STATION,RAEBARELI,25.958199,81.248194,88.7
GAYATRI FILLING STATION,GORAKHPUR,26.7845,83.3635,88.07
FAUJI FILLING STATION,AMETHI,26.454947,81.741347,88.56
WANDHEKAR FUEL STATION,PUNE,18.354681,74.008305,90.37
KESAR FUELS,BANGALORE,13.102424,77.628473,91.02
SRI SENTHILMURUGAN FUELS,ERODE,11.376763,77.684943,92.9
URBAN FILLING STATION,JAJPUR,20.779322,86.462595,93.59
S R FILLING STATION,JAIPUR,26.754322,75.869399,90.24
O.P. KRISH FUEL CARE,VILL MAGRALA,32.1297165,75.4873573,88.1
SHREE MANGALAM FUELS,BADNAGAR,23.214781,75.373511,92.05
NEHA FILLING STATION,MAUGANJ,24.5758,81.7042,93.35
RAJPATI FILLING STATION,AZAMGARH,26.111252,83.354486,88.63
KEDARNATH FILLING STATION,SAMBHAL,28.3078,78.3984,88.16
VIMAL PETROLEUM,KHED,17.787537,73.415445,92.02
MANGALDEEN PETROLEUM,KOTMA,23.223475,81.976695,93.43
BHARAT PETRO POINT,UJJAIN,23.337039,75.523628,92.15
DEV DURGA FILLING STATION,PRAYAGRAJ,25.5466907,81.8537571,88.31
SHIV FILING STATION,MAWANA,28.6,90,87.68
AWDHESH KUMAR PETROLEUM,PRAYAGRAJ,24.9576166,82.116571,89.31
JAISWAL PETROL PUMP,BUDAR,23.233,82.636,94.44
HANSRAJ PETROLEUM,AMBEJOGAI,18.96,72.82,91.9
GAURANG FILLING STATION,AKBARPUR,26.415911,82.354659,88.56
FARMER PETRO,SIRSA,29.577559,75.147542,89.11
NIRONKA ROYAL AGENCY,CHENNAI,13.1165927,80.1727912,92.4
VETTIKOMBIL FUELS,MARAYOOR,10.269262,77.155107,96.44
AVADH FUEL,MAHENDRANAGAR,22.849874,70.852676,90.51
JP PETROLEUM,NAGINA,29.4426,78.4327,87.45
SADHI & SONS ENTERPRISES,SAHARANPUR,29.9960405,77.6983585,88.69
SHRI MATA VAISHNO DEVI FUEL STATION,MEHAM,28.906651,76.256355,88.13
TIRUPATI FILLING STATION,JALALPUR,26.288645,82.657805,88.84
BRIJESH PETROLEUM,PRAYAGRAJ,24.914342,81.946141,89.13
TARA JAGNARAYAN FUELS,MAHARAJGANJ,27.435301,83.555715,88.69
KUBER FILLING STATION,AZAMGARH,26.111314,82.894036,89.11
R K ENERGIES,SUHWAL,25.53893,83.641012,88.31
GRDS FILLING STATION,CHANDIL,22.9661154,85.989031,92.73
SHRI AYYANAR FUELS,AVUDAYARKOIL,10.02166,78.9638,93.77
UDHAYAM PETROLEUM,CHENNAI,13.1048988,80.1712922,92.42
MADHURA FUELS,CHINNAMANUR,9.863879,77.39081,93.78
SHREE VRINDAVAN FUELS,MATHURA,27.544072,77.67174,87.18
BAJRANG FUEL STATION,BIJOYNAGAR,26.1088843,91.4658121,89.57
JALARAM PETROLEUM,DASKROI,22.9957388,72.7371744,90.09
SHRI SAINATH PETROLEUM,MUKTAINAGAR,21.1395251,76.134406,91.8
S.S.R FUEL STATION,BANGALORE,13.057153,77.663552,91.02
SATGURU FILLING STATION,KURANA,23.326196,77.2984,91.92
SHREE GANESH PETROLEUM,KARJAN,22.028,73.1193,90.28
YELLALING PETROLEUM,BELKUNI,18.26821,77.291532,92.16
THAKURANI FILLING STATION,KENDRAPARA,20.375623,86.516525,92.4
BAL MUKUND FUEL SERVICES,PATNA,25.327217,84.736464,91.79
MAGHA SAKTHI ENTERPRISES,GUDIYATTAM,13.0317005,78.8598799,93.98
PARIVAR PETROLEUM,PANSORA,22.704264,73.031648,90.02
NANDI FUELS,CHITRADURGA,14.1791397,76.5325146,92.36
SAIRAJ PETROLEUM,DHARWALA,21.785106,71.651701,91.58
RAUNAK FUEL FILLING STATION,JAWA,24.89002,81.40436,93.53
SHUBHAM RMA PETROLEUM,BALRAMPUR,23.6085,83.6192,95.1
RASHTRAKUTA PETROLEUMS,HOOLAKATTI,15.820741,75.224191,91.28
ANSARI PETROL PUMP,ALAND,17.597361,76.57158,91.31
K D S FILLING STATION,KADIPUR,26.165239,82.559419,89.02
DHANDHAN BABA BUDHASAHIBJI FUELS,FEROZEPUR,31.0541736,74.7390943,88.41
KAMSI KAMTH REFILLING STATION,YACHULI,27.47126,93.76712,80.78
R. K. PETROLEUM,MAJALGAON,19.209617,76.027605,91.91
RANAGHAT FILLING STATION,PASSIGHAT,28.11359,95.31584,82.23
MAHADEV FUEL STATION,AMRAWAD KALAN,22.97594,78.075987,92.84
BOKARO FUELS,BOKARO,23.635964,85.873764,93.07
HAREE OM PETROLEUM,NAVSARI,20.905462,73.035176,90.38
DIGITAL FILLING STATION,SHIVPUR,22.512722,77.330434,91.95
JAGANNATH FILLING STATION,KENDRAPARA,20.5194399,86.4217162,92.48
KWALITY FUELS,GULEDGUDDA,16.047029,75.775495,91.62
AGAM ENERGY STATION,791102,28.2225,94.9936,82.19
BP-JAGATPURA,JAIPUR,26.803388,75.859826,90.24
TRIMURTI PETROLEUM,PARDA,20.6129,76.1803,91.38
RUPA FILLING STATION,COOCH BEHAR,26.39464,89.58222,93.26
RAJYOGI BHARAT PETROLEUM,ALUR OMERGA,17.694496,76.421234,91.44
G.V.NAGARAJAN,COIMBATORE,10.949758,76.972396,92.85
